"Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","market_value_2021","market_value_2022"
"Levante","La Liga","Marcelo Saracchi","URU","DF","23",1998,4,2,186,2.1,0,1,1,0,0,0,2,0,0,0,0.2,0.2,4,8,14,0,0.48,0.48,0,0.48,0,0.11,0.11,0,0.11,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,86,107,80.4,1584,539,35,43,81.4,32,37,86.5,14,17,82.4,0.2,0.2,0.8,6,5,5,2,8,107,88,19,1,1,1,7,17,1,0,0,0,86,0,2,6,2.9,5,1,0,0,0,0,1,0.48,1,0,0,0,0,0,8,5,6,1,1,2,4,50,2,3,0,3,4,12,7,1,132,10,53,43,36,2,132,2,2,100,0,0,75,401,147,4,4,1,2,1,68,14,4,186,47,5.4,2.1,2,69,0,2,25,6,1.75,7,4,3,1.45,2.23,3.4,2.6,0.8,0.39,0.41,0,3,0,0,7,5,0,0,0,15,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500000,2500000
"Levante","La Liga","Roberto Soldado","ESP","FW","36",1985,18,7,664,7.4,3,2,5,3,0,0,7,2,3.7,3.7,0.7,4.4,4,14,43,0.41,0.27,0.68,0.41,0.68,0.49,0.09,0.58,0.49,0.58,3,17,8,47.1,2.3,1.08,0.18,0.38,12.3,0,0,0,0.22,-0.7,-0.7,98,147,66.7,1307,261,58,84,69,27,37,73,4,7,57.1,0.7,0.9,1.3,8,9,4,1,14,147,131,16,0,1,3,1,1,0,0,0,0,98,0,6,14,1.85,10,0,3,0,1,0,2,0.26,2,0,0,0,0,0,3,1,0,1,2,1,3,33.3,2,4,0,4,1,4,7,0,205,8,14,101,90,34,205,7,3,42.9,4,57.1,87,242,85,4,1,3,13,3,135,43,18,664,37,19.4,7.4,7,68,0,11,17,7,0.78,11,15,-4,-0.54,0.14,10.7,8.4,2.3,0.31,0.38,1,9,5,9,1,1,0,0,0,8,6,18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,1000000
"Levante","La Liga","Son","ESP","DF","27",1994,26,22,1971,21.9,1,0,1,1,0,0,5,1,0.9,0.9,1.3,2.2,37,96,111,0.05,0,0.05,0.05,0.05,0.04,0.06,0.1,0.04,0.1,1,14,7,50,0.64,0.32,0.07,0.14,19.4,0,0,0,0.06,0.1,0.1,789,1073,73.5,13969,4767,384,437,87.9,294,370,79.5,94,197,47.7,1.3,1.9,-1.3,16,56,29,7,96,1073,857,206,8,3,16,45,196,2,1,0,0,789,10,24,39,1.78,33,2,1,1,1,1,4,0.18,3,0,0,0,1,0,28,18,16,7,5,17,34,50,17,11,5,6,19,47,33,1,1260,56,395,524,354,33,1260,39,19,48.7,20,51.3,629,2607,1417,37,23,11,35,4,721,111,26,1971,76,57.6,21.9,22,83,13,4,36,9,1.04,31,40,-9,-0.41,0.58,33.6,28.9,4.7,0.22,0.5,0,21,14,3,45,18,1,0,0,146,10,19,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,1000000
"Levante","La Liga","José Luis García Vayá","ESP","MF","22",1998,29,23,2012,22.4,0,0,0,0,0,0,9,0,0.6,0.6,2.2,2.8,24,130,24,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,0,14,2,14.3,0.63,0.09,0,0,23.5,2,0,0,0.04,-0.6,-0.6,1005,1271,79.1,17578,5602,496,561,88.4,347,411,84.4,123,216,56.9,2.2,1.8,-2.2,26,109,14,5,130,1271,1195,73,32,2,27,58,2,38,14,22,1,1005,3,14,48,2.15,28,15,1,2,0,2,0,0,0,0,0,0,0,0,46,27,10,31,5,16,41,39,25,24,5,19,38,84,30,0,1486,55,365,872,270,13,1486,20,13,65,7,35,747,3336,1514,24,19,2,25,10,987,24,29,2012,69,58.8,22.4,23,83,14,6,19,5,1.07,29,39,-10,-0.45,0.51,36.2,30.9,5.3,0.24,0.57,0,47,20,0,58,27,0,0,0,149,31,14,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,3000000
"Levante","La Liga","Rúben Vezo","POR","DF","27",1994,32,27,2420,26.9,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,21,87,8,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,0,18,4,22.2,0.67,0.15,0,0,13.4,0,0,0,0.03,-0.6,-0.6,1051,1264,83.1,22083,8328,317,364,87.1,569,620,91.8,159,245,64.9,0.5,0.2,-0.5,6,80,3,0,87,1264,1189,72,61,2,19,6,8,0,0,0,0,1051,3,15,17,0.63,12,0,0,4,1,0,2,0.07,0,0,0,1,1,0,41,29,28,12,1,26,41,63.4,15,41,25,16,36,77,105,1,1551,210,843,649,64,25,1551,8,5,62.5,3,37.5,862,4297,2370,21,10,0,13,5,956,8,32,2420,76,70.8,26.9,27,86,23,5,20,2,0.84,35,55,-20,-0.74,-0.29,39.1,37.2,1.9,0.07,0.23,0,35,29,0,6,29,1,1,0,142,52,41,55.9,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,2,4,50,3,0,100,57,1,100,65,4,0,0,0,0,NA,10000000,4000000
"Levante","La Liga","Nikola Vukčević","MNE","MF","29",1991,6,0,118,1.3,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,0,1,0,0,0.76,0,0,NA,32.1,0,0,0,0.01,0,0,60,73,82.2,846,235,31,36,86.1,26,28,92.9,0,2,0,0,0,0,2,4,0,0,9,73,72,1,1,0,0,0,0,0,0,0,0,60,0,3,2,1.53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,1,0,1,2,0,2,2,5,1,0,91,6,26,62,6,0,91,1,1,100,0,0,45,184,86,2,1,0,2,0,40,0,6,118,20,3.5,1.3,0,NA,0,6,20,26,1.17,1,3,-2,-1.53,-0.9,2.5,2.1,0.5,0.35,0.35,0,4,1,0,0,2,0,0,0,13,6,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,1000000
"Leverkusen","Bundesliga","Amine Adli","FRA","FW,MF","21",2000,25,13,1256,14,3,2,5,3,0,0,3,0,4.3,4.3,2.1,6.4,51,56,105,0.21,0.14,0.36,0.21,0.36,0.31,0.15,0.46,0.31,0.46,3,37,19,51.4,2.65,1.36,0.08,0.16,15.1,0,0,0,0.12,-1.3,-1.3,376,516,72.9,5007,1529,219,272,80.5,125,166,75.3,9,18,50,2.1,1.5,-0.1,14,27,19,4,56,516,494,17,1,6,0,21,11,1,0,0,0,376,5,27,49,3.51,39,1,3,4,2,0,6,0.43,5,0,0,1,0,0,27,14,10,14,3,8,15,53.3,7,26,2,24,11,38,12,0,729,9,116,347,282,57,729,37,21,56.8,16,43.2,456,2836,1731,51,29,15,47,18,531,105,25,1256,50,41,14,13,75,3,12,23,0,1.76,24,23,1,0.07,-1.52,23.3,18.9,4.4,0.31,-0.4,0,27,28,8,21,14,0,0,0,62,12,29,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,12000000
"Leverkusen","Bundesliga","Lucas Alario","ARG","FW","28",1992,27,5,655,7.3,6,0,6,6,0,1,2,0,6,5.2,1,6.2,6,10,44,0.82,0,0.82,0.82,0.82,0.82,0.14,0.96,0.71,0.85,6,22,13,59.1,3.02,1.79,0.27,0.46,11.7,0,0,1,0.24,0,0.8,115,171,67.3,1392,257,68,92,73.9,30,44,68.2,3,6,50,1,1.5,-1,7,5,5,0,10,171,159,12,0,1,1,1,2,0,0,0,0,115,0,9,27,3.69,17,0,6,2,2,0,4,0.55,3,0,1,0,0,0,6,5,0,2,4,2,5,40,3,5,0,5,1,7,6,0,261,6,17,113,134,43,260,14,12,85.7,2,14.3,153,635,245,6,5,3,30,13,200,44,27,655,24,21.4,7.3,5,79,3,22,12,2,1.74,17,9,8,1.1,0.16,16.8,8.5,8.3,1.13,0.75,0,8,8,7,1,5,1,0,0,13,19,23,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000000,8000000
"Leverkusen","Bundesliga","Nadiem Amiri","GER","MF,FW","24",1996,13,3,369,4.1,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,17,21,29,0.24,0,0.24,0.24,0.24,0.11,0.08,0.19,0.11,0.19,1,8,2,25,1.95,0.49,0.13,0.5,21.1,1,0,0,0.06,0.5,0.5,183,222,82.4,2857,576,97,105,92.4,59,72,81.9,18,28,64.3,0.3,0.4,-0.3,3,10,8,0,21,222,209,12,2,0,2,8,3,6,1,5,0,183,1,5,7,1.71,5,1,0,0,1,0,1,0.24,0,0,0,0,1,0,8,4,3,2,3,4,8,50,4,4,2,2,5,13,0,0,277,1,44,155,81,6,277,12,3,25,9,75,183,1290,575,17,15,1,9,9,208,29,13,369,28,12.1,4.1,3,80,1,10,13,5,2,6,6,0,0,-1.1,7.3,6,1.3,0.33,-0.25,0,2,11,0,8,4,0,0,0,30,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000000,8000000
"Leverkusen","Bundesliga","Robert Andrich","GER","MF","26",1994,26,21,1817,20.2,4,2,6,4,0,0,5,1,3.2,2.8,1.5,4.3,19,100,27,0.2,0.1,0.3,0.2,0.3,0.16,0.08,0.23,0.14,0.21,4,30,7,23.3,1.49,0.35,0.13,0.57,18.4,1,0,0,0.09,0.8,1.2,811,1011,80.2,13041,4189,384,444,86.5,331,400,82.8,54,91,59.3,1.5,1.7,0.5,12,88,9,0,100,1011,987,18,16,8,1,6,2,0,0,0,0,811,6,9,38,1.88,27,0,2,5,3,1,6,0.3,3,0,0,3,0,0,33,17,18,14,1,14,28,50,14,19,7,12,31,64,46,0,1216,66,329,727,170,26,1216,14,13,92.9,1,7.1,592,2502,1261,19,14,2,13,9,745,27,26,1817,70,59.4,20.2,21,81,14,5,22,1,1.92,48,31,17,0.84,-0.32,34.3,24.6,9.7,0.48,-0.17,0,40,15,2,6,17,0,0,0,126,30,24,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000000,13000000
"Leverkusen","Bundesliga","Charles Aránguiz","CHI","MF","32",1989,26,16,1578,17.5,1,4,5,1,0,0,2,0,1.6,1.6,0.9,2.5,6,96,14,0.06,0.23,0.29,0.06,0.29,0.09,0.05,0.14,0.09,0.14,1,10,3,30,0.57,0.17,0.1,0.33,19.6,0,0,0,0.16,-0.6,-0.6,916,1094,83.7,15636,5157,437,476,91.8,349,397,87.9,91,134,67.9,0.9,1.7,3.1,17,92,14,2,96,1094,1035,53,44,7,13,9,8,1,0,1,0,916,6,27,41,2.34,35,3,1,1,1,0,6,0.34,5,0,1,0,0,0,45,25,18,21,6,22,52,42.3,30,24,4,20,33,78,21,0,1281,32,322,814,152,14,1281,9,7,77.8,2,22.2,675,2342,915,6,12,0,22,8,830,14,26,1578,61,51.6,17.5,16,84,10,10,23,0,2.12,46,22,24,1.37,0.82,34.2,21.6,12.6,0.72,0.36,0,26,13,0,9,25,0,0,0,129,7,16,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,3500000
"Leverkusen","Bundesliga","Sardar Azmoun","IRN","FW,MF","26",1995,9,4,359,4,1,1,2,1,0,0,0,0,2.9,2.9,0.7,3.6,8,18,22,0.25,0.25,0.5,0.25,0.5,0.74,0.17,0.9,0.74,0.9,1,11,4,36.4,2.76,1,0.09,0.25,12.7,0,0,0,0.27,-1.9,-1.9,79,108,73.1,1062,318,51,60,85,17,28,60.7,5,5,100,0.7,0.8,0.3,6,8,3,0,18,108,103,3,0,3,0,2,0,0,0,0,0,79,2,3,13,3.26,12,0,0,1,0,0,1,0.25,1,0,0,0,0,0,3,1,0,2,1,0,5,0,5,2,0,2,0,3,8,0,151,9,20,78,54,16,151,6,4,66.7,2,33.3,73,457,279,8,4,2,6,2,105,22,9,359,40,11.7,4,4,73,0,5,13,0,2.11,7,5,2,0.5,-0.53,8.7,4.7,4,1.01,0.52,0,8,4,0,2,1,0,0,0,9,7,10,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,22000000
"Leverkusen","Bundesliga","Mitchel Bakker","NED","DF","21",2000,25,19,1822,20.2,1,4,5,1,0,0,6,0,0.4,0.4,2,2.4,38,77,95,0.05,0.2,0.25,0.05,0.25,0.02,0.1,0.12,0.02,0.12,1,9,3,33.3,0.44,0.15,0.11,0.33,20.6,0,0,0,0.04,0.6,0.6,994,1228,80.9,14581,5275,564,633,89.1,336,404,83.2,51,107,47.7,2,2.1,2,13,75,21,10,77,1228,1046,181,15,2,6,37,166,0,0,0,0,994,1,28,37,1.83,34,0,1,1,1,0,6,0.3,6,0,0,0,0,0,33,22,16,12,5,20,34,58.8,14,13,2,11,23,56,42,3,1443,66,389,778,292,26,1443,49,28,57.1,21,42.9,768,3441,1719,38,30,4,36,14,894,95,25,1822,73,59.5,20.2,19,86,13,6,31,1,2,49,29,20,0.99,0.04,37.8,29.4,8.4,0.41,-0.33,0,15,19,0,37,22,0,1,0,147,13,13,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,14000000
"Leverkusen","Bundesliga","Julian Baumgartlinger","AUT","MF,FW","33",1988,6,1,88,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,62,70,88.6,1087,188,27,29,93.1,26,28,92.9,6,8,75,0,0,0,0,4,0,0,3,70,68,2,1,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,2,50,1,1,0,1,2,5,0,0,79,3,30,44,5,0,79,0,0,NA,0,NA,34,168,65,2,2,0,0,0,50,1,6,88,15,2.9,1,1,59,0,5,6,5,2.67,4,0,4,4.09,3.21,2.8,0.9,1.8,1.86,1.35,0,2,0,0,1,1,0,0,0,8,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,800000
"Leverkusen","Bundesliga","Karim Bellarabi","GER","FW,MF","31",1990,16,9,683,7.6,3,2,5,3,0,0,2,0,2,2,1.2,3.2,24,17,69,0.4,0.26,0.66,0.4,0.66,0.27,0.15,0.42,0.27,0.42,3,28,11,39.3,3.69,1.45,0.11,0.27,17.4,0,0,0,0.07,1,1,200,268,74.6,3116,874,109,122,89.3,63,87,72.4,20,38,52.6,1.2,1.6,0.8,9,16,8,5,17,268,257,11,0,2,1,25,8,3,0,2,0,200,0,10,28,3.69,15,0,2,6,4,1,4,0.53,2,0,0,1,1,0,9,4,4,4,1,3,13,23.1,10,5,0,5,9,18,4,0,366,10,58,156,160,35,366,33,17,51.5,16,48.5,239,1572,873,24,18,7,19,12,270,69,16,683,43,22.3,7.6,9,62,0,7,18,1,1.94,23,6,17,2.24,1.63,16.9,8.7,8.3,1.09,0.7,0,20,7,1,25,4,2,0,0,38,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500000,3000000
"Leverkusen","Bundesliga","Iker Bravo","ESP","FW","16",2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,2,0,0,1,1,0,2,0,0,NA,0,NA,1,0,0,0,0,0,1,0,1,0,1,12,12,0.4,0.1,0,NA,0,1,12,1,1,1,0,1,7.5,6.56,0.6,0.1,0.5,4.1,3.57,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000000
"Leverkusen","Bundesliga","Kerem Demirbay","GER","MF","28",1993,29,23,2049,22.8,1,4,5,0,1,2,10,0,3.3,1.8,3.8,5.6,34,142,47,0.04,0.18,0.22,0,0.18,0.15,0.17,0.31,0.08,0.24,1,36,11,30.6,1.58,0.48,0,0,25.4,6,1,2,0.05,-2.3,-1.8,1070,1413,75.7,20782,7644,444,510,87.1,391,477,82,187,322,58.1,3.8,4.7,0.2,46,128,28,2,142,1413,1207,201,71,6,21,152,10,116,56,45,1,1070,5,21,71,3.12,30,33,2,2,3,1,10,0.44,7,2,0,0,1,0,52,31,19,30,3,16,41,39,25,32,9,23,33,85,21,0,1681,73,350,935,411,34,1679,42,28,66.7,14,33.3,947,4749,2165,34,35,6,34,23,1039,47,29,2049,71,67,22.8,23,83,12,6,25,0,1.69,46,29,17,0.75,-0.68,39.6,30.5,9.2,0.4,-0.44,0,34,29,3,152,31,0,0,0,158,11,19,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000000,15000000
"Leverkusen","Bundesliga","Moussa Diaby","FRA","FW,MF","22",1999,32,32,2760,30.7,13,12,25,13,0,1,10,1,8,7.2,9.2,16.4,131,110,261,0.42,0.39,0.82,0.42,0.82,0.26,0.3,0.56,0.24,0.54,13,53,26,49.1,1.73,0.85,0.25,0.5,16.2,0,0,1,0.14,5,5.8,738,1015,72.7,11776,3083,373,444,84,271,339,79.9,60,112,53.6,9.2,9.9,2.8,60,54,57,14,110,1015,966,42,4,12,7,82,24,14,9,2,0,738,7,32,115,3.75,90,8,11,3,2,1,24,0.78,19,0,3,1,1,0,20,11,8,9,3,5,38,13.2,33,11,0,11,8,28,2,0,1318,6,97,602,645,133,1317,129,56,43.4,73,56.6,937,5928,3138,131,71,45,71,30,1031,261,32,2760,86,90.2,30.7,32,86,17,0,NA,0,2,77,41,36,1.17,2.07,57,37.2,19.8,0.65,0.98,1,38,25,17,82,11,0,0,0,119,6,20,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38000000,60000000
"Leverkusen","Bundesliga","Timothy Fosu-Mensah","NED","DF","23",1998,6,0,145,1.6,0,0,0,0,0,0,0,0,0,0,0.7,0.7,2,2,6,0,0,0,0,0,0,0.42,0.42,0,0.42,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,73,94,77.7,1150,452,39,46,84.8,23,32,71.9,8,11,72.7,0.7,0.6,-0.7,2,2,2,2,2,94,70,24,2,0,0,4,22,0,0,0,0,73,0,1,2,1.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,1,4,4,100,0,1,0,1,2,7,2,0,109,5,33,51,28,1,109,2,1,50,1,50,47,211,94,2,4,0,2,0,54,6,6,145,24,4.7,1.6,0,NA,0,6,24,3,2.5,3,3,0,0,-1.02,6.9,2.3,4.6,2.85,2.41,0,1,0,0,4,3,0,0,0,14,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000000,4000000
"Leverkusen","Bundesliga","Jeremie Frimpong","NED","DF","20",2000,25,25,2052,22.8,1,6,7,1,0,0,6,0,0.6,0.6,4.2,4.8,112,70,121,0.04,0.26,0.31,0.04,0.31,0.03,0.18,0.21,0.03,0.21,1,11,4,36.4,0.48,0.18,0.09,0.25,19.2,0,0,0,0.06,0.4,0.4,970,1211,80.1,14028,3966,580,653,88.8,311,379,82.1,51,101,50.5,4.2,4.3,1.8,30,45,22,10,70,1211,972,235,18,0,1,58,217,0,0,0,0,970,4,37,54,2.37,44,1,7,1,1,0,9,0.39,9,0,0,0,0,0,32,18,19,12,1,12,23,52.2,11,24,6,18,17,49,40,2,1480,69,467,655,382,62,1480,79,47,59.5,32,40.5,854,6153,3459,112,73,32,48,26,889,121,25,2052,82,67.1,22.8,25,82,15,0,NA,1,1.76,58,35,23,1.01,0.12,37.4,30.5,6.9,0.3,-0.75,0,17,45,1,58,18,0,1,1,120,19,18,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,20000000
